Наименование маршрута,name,query,url,short_name,address,coords,lat,lon,source,N_point,city
Однодневный развлекательно-познавательный тур  «Моя Родина - Ангарск»,"Иркутская область, г. Ангарск,  Аллея Любви","Иркутская область, г. Ангарск,  Аллея Любви",https://yandex.ru/maps/-/CCUcvOUXtC,аллея Любви,"аллея Любви, Центральный парк культуры и отдыха имени 10-летия города Ангарска, Ангарск, Иркутская область","52.542945, 103.873903",52.542945,103.873903,,3,Ангарск
Однодневный развлекательно-познавательный тур  «Моя Родина - Ангарск»,"Иркутская область, г. Ангарск,  Фабрика мороженого «Ангария»","Иркутская область, г. Ангарск,  Фабрика мороженого «Ангария»",https://yandex.ru/maps/org/angariya/109907198145/,Ангария,"3/1, 108-й квартал, Ангарск","52.537620, 103.899771",52.53762,103.899771,,4,Ангарск
Однодневный развлекательно-познавательный тур  «Моя Родина - Ангарск»,"Иркутская область, г. Ангарск,  Ледовый дворец «Ермак»","Иркутская область, г. Ангарск,  Ледовый дворец «Ермак»",https://yandex.ru/maps/-/CCUcvSCMPB,Дворец спорта Ермак,"6, 192-й квартал, Ангарск","52.505272, 103.841460",52.505272,103.84146,,5,Ангарск
«Память о героизме народа в Ангарске» ,"Иркутская область, г. Ангарск,  Памятник «Голуби мира»","Иркутская область, г. Ангарск,  Памятник «Голуби мира»",https://yandex.ru/maps/org/golubi_mira/163251833473/,Голуби мира,"Иркутская область, Ангарск, микрорайон 12А","52.512202, 103.861581",52.512202,103.861581,,1,Ангарск
«Память о героизме народа в Ангарске» ,"Иркутская область, г. Ангарск,  Музей Победы","Иркутская область, г. Ангарск,  Музей Победы",https://yandex.ru/maps/org/muzey_pobedy/152666710853/,Музей Победы,"15А, микрорайон 12А, Ангарск","52.512630, 103.862075",52.51263,103.862075,,2,Ангарск
«Память о героизме народа в Ангарске» ,"Иркутская область, г. Ангарск,  Памятный камень «В честь воинов-афганцев»","Иркутская область, г. Ангарск,  Памятный камень «В честь воинов-афганцев»",https://yandex.ru/maps/-/CCUgAPWDwD,парк Победы,"парк Победы, Ангарск, Иркутская область","52.512500, 103.863889",52.5125,103.863889,,3,Ангарск
«Память о героизме народа в Ангарске» ,"Иркутская область, г. Ангарск,   «Лес памяти»","Иркутская область, г. Ангарск,   «Лес памяти»",https://yandex.ru/maps/-/CCUC6BUidB,Ангарск,"Ангарск, Иркутская область","52.544358, 103.888249",52.544358,103.888249,,4,Ангарск
«Память о героизме народа в Ангарске» ,"Иркутская область, г. Ангарск,   Памятник воину-интернационалисту","Иркутская область, г. Ангарск,   Памятник воину-интернационалисту",https://yandex.ru/maps/-/CCUcvSsg0A,Воинам-интернационалистам,"Иркутская область, Ангарск, 95-й квартал","52.537378, 103.872250",52.537378,103.87225,,5,Ангарск
«Память о героизме народа в Ангарске» ,"Иркутская область, г. Ангарск,  Улица Победы","Иркутская область, г. Ангарск,  Улица Победы",https://yandex.ru/maps/-/CCUgAXaOPA,улица Победы,"улица Победы, Ангарск, Иркутская область","52.555885, 103.880829",52.555885,103.880829,,6,Ангарск
«Память о героизме народа в Ангарске» ,"Иркутская область, г. Ангарск,  Дворец ветеранов «Победа»","Иркутская область, г. Ангарск,  Дворец ветеранов «Победа»",https://yandex.ru/maps/-/CCUgAXeCTA,Дворец ветеранов Победа,"ул. Кирова, 26, Ангарск","52.551084, 103.884741",52.551084,103.884741,,7,Ангарск
«Память о героизме народа в Ангарске» ,"Иркутская область, г. Ангарск, Сквер «Пионер»","Иркутская область, г. Ангарск, Сквер «Пионер»",https://yandex.ru/maps/-/CCUgMAXECB,сквер Пионер,"Иркутская область, Ангарск, сквер Пионер","52.551937, 103.883885",52.551937,103.883885,,8,Ангарск
«Память о героизме народа в Ангарске» ,"Иркутская область, г. Ангарск,  Стела «Ангарск – город, рождённый Победой»","Иркутская область, г. Ангарск,  Стела «Ангарск – город, рождённый Победой»",https://yandex.ru/maps/-/CCUcvSdyhD,"Ангарск — город, рождённый победой","Иркутская область, Ангарск, улица Ленина","52.548920, 103.906000",52.54892,103.906,,9,Ангарск
Дорогой Героев,"Иркутская область, Аларский район, с. Табарсук","Иркутская область, Аларский район, с. Табарсук",https://yandex.ru/maps/-/CCUcvShHcC,село Табарсук,"село Табарсук, Аларский район, Иркутская область","53.430384, 102.905968",53.430384,102.905968,,1,Аларский район
Дорогой Героев,"Иркутская область, Аларский район, с. Бахтай","Иркутская область, Аларский район, с. Бахтай",https://yandex.ru/maps/-/CCUcvSxm9C,село Бахтай,"село Бахтай, Аларский район, Иркутская область","53.504280, 103.112222",53.50428,103.112222,,2,Аларский район
Дорогой Героев,"Иркутская область, Аларский район, п. Ангарский","Иркутская область, Аларский район, п. Ангарский",https://yandex.ru/maps/-/CCUcvWAxcA,посёлок Ангарский,"посёлок Ангарский, Аларский район, Иркутская область","53.462336, 103.358899",53.462336,103.358899,,3,Аларский район
По Вампиловским местам Кутулика,"Иркутская область, Аларский район, п. Кутулик, Библиотека им. А. Вампилова","Иркутская область, Аларский район, п. Кутулик, Библиотека им. А. Вампилова",https://yandex.ru/maps/-/CCUcvWQK-C,МБУК Межпоселенческая центральная библиотека имени А.В. Вампилова,"Советская ул., 35, посёлок Кутулик","53.341426, 102.797634",53.341426,102.797634,,1,Аларский район
По Вампиловским местам Кутулика,"Иркутская область, Аларский район, п. Кутулик, памятник А. Вампилову","Иркутская область, Аларский район, п. Кутулик, памятник А. Вампилову",https://yandex.ru/maps/-/CCUgAHDdDB,А.В. Вампилов,"Советская ул., 33, посёлок Кутулик","53.341062, 102.798135",53.341062,102.798135,,2,Аларский район
По Вампиловским местам Кутулика,"Иркутская область, Аларский район, п. Кутулик, дом А. Вампилова","Иркутская область, Аларский район, п. Кутулик, дом А. Вампилова",https://yandex.ru/maps/-/CCUgAHTitC,"Советская улица, 35","Советская улица, 35, посёлок Кутулик, Аларский район, Иркутская область, 669452","53.341457, 102.797694",53.341457,102.797694,http://wiki.irkutsk.ru/index.php/Дом-музей_Вампилова,3,Аларский район
По Вампиловским местам Кутулика,"Иркутская область, Аларский район, п. Кутулик, церковь И. Предтечи","Иркутская область, Аларский район, п. Кутулик, церковь И. Предтечи",https://yandex.ru/maps/-/CCUcvWulpB,Церковь пророка Иоанна Предтечи,"Советская ул., 109, посёлок Кутулик","53.352191, 102.785046",53.352191,102.785046,,4,Аларский район
Озеро Аляты,"Иркутская область, Аларский район, с. Аляты","Иркутская область, Аларский район, с. Аляты",https://yandex.ru/maps/-/CCUcvWF0HC,село Аляты,"село Аляты, Аларский район, Иркутская область","53.210128, 102.231962",53.210128,102.231962,,1,Аларский район
Озеро Аляты,"Иркутская область, Аларский район, Озеро Аляты","Иркутская область, Аларский район, Озеро Аляты",https://yandex.ru/maps/-/CCUcvWR3pB,озеро Аляты,"озеро Аляты, Аларский район, Иркутская область","53.213375, 102.198347",53.213375,102.198347,,2,Аларский район
Озеро Аляты,"Иркутская область, Аларский район, Целебный источник Аршан","Иркутская область, Аларский район, Целебный источник Аршан",https://yandex.ru/maps/-/CCUcvWbJlC,деревня Аршан,"деревня Аршан, Аларский район, Иркутская область","53.135945, 102.756354",53.135945,102.756354,,3,Аларский район
От Кутулика до Алари,"Иркутская область, Аларский район, п. Кутулик","Иркутская область, Аларский район, п. Кутулик",https://yandex.ru/maps/-/CCUfB6AI2D,посёлок Кутулик,"посёлок Кутулик, Аларский район, Иркутская область","53.343559, 102.793984",53.343559,102.793984,,1,Аларский район
От Кутулика до Алари,"Иркутская область, Аларский район, с. Аларь","Иркутская область, Аларский район, с. Аларь",https://yandex.ru/maps/-/CCUcvWvpTB,село Аларь,"село Аларь, Аларский район, Иркутская область","53.069851, 102.543247",53.069851,102.543247,,2,Аларский район
От Кутулика до Алари,"Иркутская область, Аларский район, п. Забитуй","Иркутская область, Аларский район, п. Забитуй",https://yandex.ru/maps/-/CCUcvWGtDD,посёлок Забитуй,"посёлок Забитуй, Аларский район, Иркутская область","53.274487, 102.828956",53.274487,102.828956,,3,Аларский район
От Кутулика до Алари,"Иркутская область, Аларский район, с. Нарены","Иркутская область, Аларский район, с. Нарены",https://yandex.ru/maps/-/CCUcvWWC1A,деревня Нарены,"деревня Нарены, Аларский район, Иркутская область","53.228643, 102.800560",53.228643,102.80056,,4,Аларский район
От Кутулика до Алари,"Иркутская область, Аларский район, с. Куйта","Иркутская область, Аларский район, с. Куйта",https://yandex.ru/maps/-/CCUcvWg1gC,село Куйта,"село Куйта, Аларский район, Иркутская область","53.183075, 102.746994",53.183075,102.746994,,5,Аларский район
От Кутулика до Алари,"Иркутская область, Аларский район, с. Идеал","Иркутская область, Аларский район, с. Идеал",https://yandex.ru/maps/-/CCUcvWwnSC,село Идеал,"село Идеал, Аларский район, Иркутская область","53.158595, 102.694864",53.158595,102.694864,,6,Аларский район
От Кутулика до Алари,"Иркутская область, Аларский район, с. Алзобей","Иркутская область, Аларский район, с. Алзобей",https://yandex.ru/maps/-/CCUcvWHItB,деревня Алзобей,"деревня Алзобей, Аларский район, Иркутская область","53.114508, 102.629179",53.114508,102.629179,,7,Аларский район
От Кутулика до Алари,"Иркутская область, Аларский район, с. Аларь","Иркутская область, Аларский район, с. Аларь",https://yandex.ru/maps/-/CCUcvWvpTB,село Аларь,"село Аларь, Аларский район, Иркутская область","53.069851, 102.543247",53.069851,102.543247,,8,Аларский район
Сакральные места Алари,"Иркутская область, Аларский район, п. Кутулик, Церковь И. Предтечи","Иркутская область, Аларский район, п. Кутулик, Церковь И. Предтечи",https://yandex.ru/maps/-/CCUcvWTP-C,Церковь пророка Иоанна Предтечи,"Советская ул., 109, посёлок Кутулик","53.352191, 102.785046",53.352191,102.785046,,1,Аларский район
Сакральные места Алари,"Иркутская область, Аларский район, п. Кутулик, Кутуликский дацан","Иркутская область, Аларский район, п. Кутулик, Кутуликский дацан",https://yandex.ru/maps/-/CCUgAHH9DD,Аларский дацан,"Иркутская область, Аларский район","53.361313, 102.791526",53.361313,102.791526,,2,Аларский район
Сакральные места Алари,"Иркутская область, Аларский район, с. Шаховск, мечеть","Иркутская область, Аларский район, с. Шаховск, мечеть",https://yandex.ru/maps/-/CCUgAHT9lC,"Центральная улица, 39","Центральная улица, 39, деревня Шаховская, Аларский район, Иркутская область, 669451","53.524220, 102.807378",53.52422,102.807378,,3,Аларский район
Сакральные места Алари 1,"Иркутская область, Аларский район, п. Кутулик","Иркутская область, Аларский район, п. Кутулик",https://yandex.ru/maps/-/CCUfB6AI2D,посёлок Кутулик,"посёлок Кутулик, Аларский район, Иркутская область","53.343559, 102.793984",53.343559,102.793984,,1,Аларский район
Сакральные места Алари 2,"Иркутская область, Аларский район, с. Александровск","Иркутская область, Аларский район, с. Александровск",https://yandex.ru/maps/-/CCUcv0A7cA,село Александровск,"село Александровск, Аларский район, Иркутская область","53.338366, 102.657333",53.338366,102.657333,,1,Аларский район
Сакральные места Алари 3,"Иркутская область, Аларский район, с. Иваническ","Иркутская область, Аларский район, с. Иваническ",https://yandex.ru/maps/-/CCUgAHXwOB,Администрация муниципального образования Иваническ,"Юбилейная ул., 7, село Иваническое","53.200512, 102.337146",53.200512,102.337146,,1,Аларский район
Сакральные места Алари 4,"Иркутская область, Аларский район, с. Аляты","Иркутская область, Аларский район, с. Аляты",https://yandex.ru/maps/-/CCUcvWF0HC,село Аляты,"село Аляты, Аларский район, Иркутская область","53.210128, 102.231962",53.210128,102.231962,,1,Аларский район
Сакральные места Алари 2,"Иркутская область, Аларский район, п. Кутулик ","Иркутская область, Аларский район, п. Кутулик ",https://yandex.ru/maps/-/CCUfB6AI2D,посёлок Кутулик,"посёлок Кутулик, Аларский район, Иркутская область","53.343559, 102.793984",53.343559,102.793984,,2,Аларский район
Сакральные места Алари 3,"Иркутская область, Аларский район, с. Бахтай","Иркутская область, Аларский район, с. Бахтай",https://yandex.ru/maps/-/CCUcvSxm9C,село Бахтай,"село Бахтай, Аларский район, Иркутская область","53.504280, 103.112222",53.50428,103.112222,,2,Аларский район
Сакральные места Алари 4,"Иркутская область, Аларский район, д. Нельхай","Иркутская область, Аларский район, д. Нельхай",https://yandex.ru/maps/-/CCUcv0enWB,деревня Нельхай,"деревня Нельхай, Аларский район, Иркутская область","53.357685, 103.130161",53.357685,103.130161,,2,Аларский район
Сакральные места Алари 3,"Иркутская область, Аларский район, п. Кутулик","Иркутская область, Аларский район, п. Кутулик",https://yandex.ru/maps/-/CCUfB6AI2D,посёлок Кутулик,"посёлок Кутулик, Аларский район, Иркутская область","53.343559, 102.793984",53.343559,102.793984,,3,Аларский район
Сакральные места Алари 4,"Иркутская область, Аларский район, п. Забитуй ","Иркутская область, Аларский район, п. Забитуй ",https://yandex.ru/maps/-/CCUcvWGtDD,посёлок Забитуй,"посёлок Забитуй, Аларский район, Иркутская область","53.274487, 102.828956",53.274487,102.828956,,3,Аларский район
Сакральные места Алари 5,"Иркутская область, Аларский район, с. Куйта","Иркутская область, Аларский район, с. Куйта",https://yandex.ru/maps/-/CCUcvWg1gC,село Куйта,"село Куйта, Аларский район, Иркутская область","53.183075, 102.746994",53.183075,102.746994,,1,Аларский район
Сакральные места Алари 6,"Иркутская область, Аларский район, с. Идеал","Иркутская область, Аларский район, с. Идеал",https://yandex.ru/maps/-/CCUcvWwnSC,село Идеал,"село Идеал, Аларский район, Иркутская область","53.158595, 102.694864",53.158595,102.694864,,1,Аларский район
Сакральные места Алари 7,"Иркутская область, Аларский район, с. Алзобей","Иркутская область, Аларский район, с. Алзобей",https://yandex.ru/maps/-/CCUcvWHItB,деревня Алзобей,"деревня Алзобей, Аларский район, Иркутская область","53.114508, 102.629179",53.114508,102.629179,,1,Аларский район
Сакральные места Алари 8,"Иркутская область, Аларский район, с. Аларь","Иркутская область, Аларский район, с. Аларь",https://yandex.ru/maps/-/CCUcvWvpTB,село Аларь,"село Аларь, Аларский район, Иркутская область","53.069851, 102.543247",53.069851,102.543247,,1,Аларский район
Сакральные места Алари 9,"Иркутская область, Аларский район, д. Улзет ","Иркутская область, Аларский район, д. Улзет ",https://yandex.ru/maps/-/CCUcv0BIsA,деревня Улзет,"деревня Улзет, Аларский район, Иркутская область","53.110092, 102.505311",53.110092,102.505311,,1,Аларский район
Сакральные места Алари 10,"Иркутская область, Аларский район, «Баторова роща»","Иркутская область, Аларский район, «Баторова роща»",https://yandex.ru/maps/-/CCUcvKSJhC,Аларский район,"Аларский район, Иркутская область","53.317623, 102.758573",53.317623,102.758573,,1,Аларский район
Сакральные места Алари 11,"Иркутская область, Аларский район, д. Куркат","Иркутская область, Аларский район, д. Куркат",https://yandex.ru/maps/-/CCUcvKWk9D,деревня Куркат,"деревня Куркат, Аларский район, Иркутская область","53.173679, 102.425307",53.173679,102.425307,,1,Аларский район
Сакральные места Алари 12,"Иркутская область, Аларский район, д. Кукунур","Иркутская область, Аларский район, д. Кукунур",https://yandex.ru/maps/-/CCUcvKgmkB,деревня Кукунур,"деревня Кукунур, Аларский район, Иркутская область","53.186447, 102.513144",53.186447,102.513144,,1,Аларский район
Сакральные места Алари 13,"Иркутская область, Аларский район, д. Готол","Иркутская область, Аларский район, д. Готол",https://yandex.ru/maps/-/CCUcvKsH8C,деревня Готол,"деревня Готол, Аларский район, Иркутская область","53.189048, 102.539725",53.189048,102.539725,,1,Аларский район
Сакральные места Алари 14,"Иркутская область, Аларский район, д. Ныгда","Иркутская область, Аларский район, д. Ныгда",https://yandex.ru/maps/-/CCUcvKDjhC,деревня Ныгда,"деревня Ныгда, Аларский район, Иркутская область","53.017212, 102.682512",53.017212,102.682512,,1,Аларский район
Ретро-кафе на колесах,"Иркутская область, г. Свирск, Смотровая площадка «Орёл»","Иркутская область, г. Свирск, Смотровая площадка «Орёл»",https://yandex.ru/maps/-/CCUgAHhmtB,Смотровая площадка,"Иркутская область, Черемховский район, Зерновское муниципальное образование","53.053813, 103.331960",53.053813,103.33196,,1,Свирск
Ретро-кафе на колесах,"Иркутская область, г. Свирск, Мемориал «Память»","Иркутская область, г. Свирск, Мемориал «Память»",https://yandex.ru/maps/-/CCUgIPWzsD,Мемориал погибшим в Великой Отечественной войне 1941-1945 гг,"Иркутская область, Свирск","53.075281, 103.342158",53.075281,103.342158,,2,Свирск
Ретро-кафе на колесах,"Иркутская область, г. Свирск, ФОК «Олимп»","Иркутская область, г. Свирск, ФОК «Олимп»",https://yandex.ru/maps/-/CCUgIPcf0C,Физкультурно-оздоровительный комплекс Олимп,"ул. Щорса, 7","53.074605, 103.340547",53.074605,103.340547,,3,Свирск
Ретро-кафе на колесах,"Иркутская область, г. Свирск, Сквер «Творимир»","Иркутская область, г. Свирск, Сквер «Творимир»",https://yandex.ru/maps/-/CCUgAHt4xC,Аллея скульптур,"Иркутская область, Свирск","53.075697, 103.338868",53.075697,103.338868,,4,Свирск
Ретро-кафе на колесах,"Иркутская область, г. Свирск, Смотровая площадка «Лебеди»","Иркутская область, г. Свирск, Смотровая площадка «Лебеди»",https://yandex.ru/maps/-/CCUgAHrD~D,Микрорайон,"Иркутская область, Свирск, улица Мира","53.083842, 103.328742",53.083842,103.328742,,5,Свирск
Ретро-кафе на колесах,"Иркутская область, г. Свирск, Паромная переправа","Иркутская область, г. Свирск, Паромная переправа",https://yandex.ru/maps/-/CCUgAHDSXC,паромная переправа Свирск,"паромная переправа Свирск, Черемховский район, Иркутская область","53.098658, 103.354892",53.098658,103.354892,,6,Свирск
Ретро-кафе на колесах,"Иркутская область, г. Свирск, Парк КиО","Иркутская область, г. Свирск, Парк КиО",https://yandex.ru/maps/-/CCUcvOaAwB,Парк культуры и отдыха г. Свирска,"ул. Ленина, 2/4, Свирск","53.072904, 103.347737",53.072904,103.347737,,7,Свирск
Свирская зима,"Иркутская область, г. Свирск, Сквер «Творимир»","Иркутская область, г. Свирск, Сквер «Творимир»",https://yandex.ru/maps/-/CCUgAHt4xC,Аллея скульптур,"Иркутская область, Свирск","53.075697, 103.338868",53.075697,103.338868,,1,Свирск
Свирская зима,"Иркутская область, г. Свирск, ДК «Русь»","Иркутская область, г. Свирск, ДК «Русь»",https://yandex.ru/maps/-/CCUgIPSRoB,Русь,"ул. Хасановских Боёв, 1, Свирск","53.076113, 103.338438",53.076113,103.338438,,2,Свирск
Свирская зима,"Иркутская область, г. Свирск, Смотровая площадка «Орёл»","Иркутская область, г. Свирск, Смотровая площадка «Орёл»",https://yandex.ru/maps/-/CCUgAHhmtB,Смотровая площадка,"Иркутская область, Черемховский район, Зерновское муниципальное образование","53.053813, 103.331960",53.053813,103.33196,,3,Свирск
Свирская зима,"Иркутская область, г. Свирск, Свирская Ривьера","Иркутская область, г. Свирск, Свирская Ривьера",https://yandex.ru/maps/-/CCUcvOui~A,Свирская ривьера,"Иркутская область, городской округ Свирск","53.074000, 103.347446",53.074,103.347446,,4,Свирск
Свирская зима,"Иркутская область, г. Свирск, Парк культуры и отдых","Иркутская область, г. Свирск, Парк культуры и отдых",https://yandex.ru/maps/-/CCUcvOaAwB,Парк культуры и отдыха г. Свирска,"ул. Ленина, 2/4, Свирск","53.072904, 103.347737",53.072904,103.347737,,5,Свирск
Прогулки в прошлое,"Иркутская область, г. Свирск, ДК «Русь»","Иркутская область, г. Свирск, ДК «Русь»",https://yandex.ru/maps/-/CCUgIPSRoB,Русь,"ул. Хасановских Боёв, 1, Свирск","53.076113, 103.338438",53.076113,103.338438,,1,Свирск
Прогулки в прошлое,"Иркутская область, г. Свирск, Сквер «Творимир»","Иркутская область, г. Свирск, Сквер «Творимир»",https://yandex.ru/maps/-/CCUgAHt4xC,Аллея скульптур,"Иркутская область, Свирск","53.075697, 103.338868",53.075697,103.338868,,2,Свирск
Прогулки в прошлое,"Иркутская область, г. Свирск, Улица Дзержинского","Иркутская область, г. Свирск, Улица Дзержинского",https://yandex.ru/maps/-/CCUcvOR4XA,улица Дзержинского,"улица Дзержинского, Свирск, Иркутская область","53.076165, 103.343879",53.076165,103.343879,,3,Свирск
Прогулки в прошлое,"Иркутская область, г. Свирск, Школа №1","Иркутская область, г. Свирск, Школа №1",https://yandex.ru/maps/org/shkola_1/50471536001/,Школа № 1,"ул. Дзержинского, 4, Свирск","53.076678, 103.340435",53.076678,103.340435,,4,Свирск
Прогулки в прошлое,"Иркутская область, г. Свирск, Мемориал «Память»","Иркутская область, г. Свирск, Мемориал «Память»",https://yandex.ru/maps/-/CCUgIPWzsD,Мемориал погибшим в Великой Отечественной войне 1941-1945 гг,"Иркутская область, Свирск","53.075281, 103.342158",53.075281,103.342158,,5,Свирск
Прогулки в прошлое,"Иркутская область, г. Свирск, Свирские куранты","Иркутская область, г. Свирск, Свирские куранты",https://yandex.ru/maps/-/CCUgAHhJPA,Жанровая скульптура,"Иркутская область, Свирск, улица Ленина","53.076319, 103.346051",53.076319,103.346051,,6,Свирск
Прогулки в прошлое,"Иркутская область, г. Свирск, Булыжная мостовая","Иркутская область, г. Свирск, Булыжная мостовая",https://yandex.ru/maps/-/CCUcvKxUgD,Свирск,"Свирск, Иркутская область","53.066572, 103.342253",53.066572,103.342253,,7,Свирск
Прогулки в прошлое,"Иркутская область, г. Свирск, Набережная","Иркутская область, г. Свирск, Набережная",https://yandex.ru/maps/-/CCUgAHtehC,городской округ Свирск,"городской округ Свирск, Иркутская область","53.075756, 103.347124",53.075756,103.347124,,8,Свирск
Прогулки в прошлое,"Иркутская область, г. Свирск, Сквер моряков и речников","Иркутская область, г. Свирск, Сквер моряков и речников",https://yandex.ru/maps/-/CCUcvKxUgD,Свирск,"Свирск, Иркутская область","53.066572, 103.342253",53.066572,103.342253,,9,Свирск
Прогулки в прошлое,"Иркутская область, г. Свирск, Поющее дерево","Иркутская область, г. Свирск, Поющее дерево",https://yandex.ru/maps/-/CCUgAXqSSB,Поющее дерево,"Иркутская область, городской округ Свирск","53.071456, 103.348888",53.071456,103.348888,,10,Свирск
Обзорная экскурсия по городу Свирску,"Иркутская область, г. Свирск, Смотровая площадка «Орёл»","Иркутская область, г. Свирск, Смотровая площадка «Орёл»",https://yandex.ru/maps/-/CCUgAHhmtB,Смотровая площадка,"Иркутская область, Черемховский район, Зерновское муниципальное образование","53.053813, 103.331960",53.053813,103.33196,,1,Свирск
Обзорная экскурсия по городу Свирску,"Иркутская область, г. Свирск, Свирская Ривьера","Иркутская область, г. Свирск, Свирская Ривьера",https://yandex.ru/maps/-/CCUcvOui~A,Свирская ривьера,"Иркутская область, городской округ Свирск","53.074000, 103.347446",53.074,103.347446,,2,Свирск
Обзорная экскурсия по городу Свирску,"Иркутская область, г. Свирск, Парк КиО","Иркутская область, г. Свирск, Парк КиО",https://yandex.ru/maps/-/CCUcvOaAwB,Парк культуры и отдыха г. Свирска,"ул. Ленина, 2/4, Свирск","53.072904, 103.347737",53.072904,103.347737,,3,Свирск
Обзорная экскурсия по городу Свирску,"Иркутская область, г. Свирск, Музей мышьяка","Иркутская область, г. Свирск, Музей мышьяка",https://yandex.ru/maps/-/CCUgMUrPsA,Музей мышьяка,"ул. Ленина, 37, Свирск","53.077464, 103.345552",53.077464,103.345552,,4,Свирск
Обзорная экскурсия по городу Свирску,"Иркутская область, г. Свирск, Сквер «Творимир»","Иркутская область, г. Свирск, Сквер «Творимир»",https://yandex.ru/maps/-/CCUgAHt4xC,Аллея скульптур,"Иркутская область, Свирск","53.075697, 103.338868",53.075697,103.338868,,5,Свирск
Обзорная экскурсия по городу Свирску,"Иркутская область, г. Свирск, Мемориал «Память»","Иркутская область, г. Свирск, Мемориал «Память»",https://yandex.ru/maps/-/CCUgIPWzsD,Мемориал погибшим в Великой Отечественной войне 1941-1945 гг,"Иркутская область, Свирск","53.075281, 103.342158",53.075281,103.342158,,6,Свирск
Обзорная экскурсия по городу Свирску,"Иркутская область, г. Свирск, Смотровая площадка «Лебеди»","Иркутская область, г. Свирск, Смотровая площадка «Лебеди»",https://yandex.ru/maps/-/CCUgAHrD~D,Микрорайон,"Иркутская область, Свирск, улица Мира","53.083842, 103.328742",53.083842,103.328742,,7,Свирск
Обзорная автобусная экскурсия по г. Братску,"Иркутская область, г. Братск, памятник Пушкину","Иркутская область, г. Братск, памятник Пушкину",https://yandex.ru/maps/org/a_s_pushkin/16842131136/,А.С. Пушкин,"Иркутская область, Братск, улица Кирова","56.153306, 101.628864",56.153306,101.628864,,1,Братск
Обзорная автобусная экскурсия по г. Братску,"Иркутская область, г. Братск,  памятник Жукову","Иркутская область, г. Братск,  памятник Жукову",https://yandex.ru/maps/-/CCUcvOD0hB,Памятник маршалу Г.К. Жукову ,"Иркутская область, Братск, жилой район Центральный, 19-й микрорайон","56.148972, 101.644187",56.148972,101.644187,,2,Братск
Обзорная автобусная экскурсия по г. Братску,"Иркутская область, г. Братск, Мемориал Славы","Иркутская область, г. Братск, Мемориал Славы",https://yandex.ru/maps/org/memorial_slavy/175992850887/,Мемориал Славы,"Иркутская область, городской округ Братск","56.153934, 101.648199",56.153934,101.648199,,3,Братск
Обзорная автобусная экскурсия по г. Братску,"Иркутская область, г. Братск, Поселок Энергетик","Иркутская область, г. Братск, Поселок Энергетик",https://yandex.ru/maps/-/CCUcvOdEGB,жилой район Энергетик,"жилой район Энергетик, Братск, Иркутская область","56.311456, 101.749971",56.311456,101.749971,,4,Братск
Обзорная автобусная экскурсия по г. Братску,"Иркутская область, г. Братск, Братская ГЭС","Иркутская область, г. Братск, Братская ГЭС",https://yandex.ru/maps/-/CCUcvOh8gD,Братская ГЭС,"Иркутская область, городской округ Братск, А-331 Вилюй, 238-й километр, 331","56.291888, 101.780151",56.291888,101.780151,,5,Братск
Обзорная автобусная экскурсия по г. Братску,"Иркутская область, г. Братск, Музей Братск ГЭСстрой","Иркутская область, г. Братск, Музей Братск ГЭСстрой",https://yandex.ru/maps/org/muzey_istoriii_bratskgesstroya_i_goroda_bratska/1046440327/,Музей историии Братскгэсстроя и города Братска,"ул. Гидростроителей, 54, поселок Падун","56.291296, 101.726238",56.291296,101.726238,,6,Братск
Обзорная автобусная экскурсия по г. Братску,"Иркутская область, г. Братск, Памятник С.Б. Погодаева ","Иркутская область, г. Братск, Памятник С.Б. Погодаева ",https://yandex.ru/maps/-/CCUgAHdQCD,С.Б. Погодаев,"Иркутская область, Братск, 1-й микрорайон","56.304931, 101.759226",56.304931,101.759226,,7,Братск
Обзорная автобусная экскурсия по г. Братску,"Иркутская область, г. Братск, Усадьба «Конный мир»","Иркутская область, г. Братск, Усадьба «Конный мир»",https://yandex.ru/maps/org/usadba_konny_mir/1831885624/,Усадьба Конный мир,"19, Братск","56.290841, 101.652102",56.290841,101.652102,,8,Братск
Обзорная автобусная экскурсия по г. Братску,"Иркутская область, г. Братск, Ангарская деревня","Иркутская область, г. Братск, Ангарская деревня",https://yandex.ru/maps/-/CCUcvSURCB,территория Ангарская деревня,"территория Ангарская деревня, городской округ Братск, Иркутская область","56.220919, 101.680945",56.220919,101.680945,,9,Братск
Обзорная автобусная экскурсия по г. Братску,"Иркутская область, г. Братск, Досуговый центр «Формула»","Иркутская область, г. Братск, Досуговый центр «Формула»",https://yandex.ru/maps/-/CCUgM4d9hB,Формула,"Комсомольская ул., 37","56.158201, 101.612723",56.158201,101.612723,,10,Братск
Маршрут «Зеленая линия» ,"Иркутская область, г. Иркутск, Памятник императору Александру III","Иркутская область, г. Иркутск, Памятник императору Александру III",https://yandex.ru/maps/-/CCUcvSqYkC,Александр III,"Иркутск, Площадь у памятника Александру III","52.275502, 104.277159",52.275502,104.277159,,1,Иркутск
Маршрут «Зеленая линия» ,"Иркутская область, г. Иркутск, Белый Дом (Центр историко-культурного наследия ИГУ)","Иркутская область, г. Иркутск, Белый Дом (Центр историко-культурного наследия ИГУ)",https://yandex.ru/maps/-/CCUcvSu1PA,Центр по сохранению историко-культурного наследия Иркутской области,"ул. 5-й Армии, 2, Иркутск","52.287687, 104.266880",52.287687,104.26688,,2,Иркутск
